id,event,log_gdp_pc_ppp,emission_intensity,government_effectiveness,regulatory_quality,reserves_oil,g_debt,government_expenditure,polity2,welfare,spatial_lag,spatial_lag_sq,spatial_lag_tr,start,stop,region,kyoto,eu
AFG,0,-1.5544650111605665,-0.3693338489940421,-1.3453558240807857,-1.589422393894601,-0.1476630537149045,-11.928147255152071,-1.563863643719599,1.0334975834855369,-1.078448571971795,-0.26039682805078795,0.06780650805891163,-0.017656599619740778,19.0,20.0,AS,0,0
AFG,0,-1.4650498011935627,-0.3383342115256979,-1.3196221269704258,-1.6085588702831604,-0.1476630537149045,-0.18956696619297658,-1.1369111923892676,1.0334975834855369,-0.9680628405357038,-0.2453143879338116,0.060179148927340616,-0.014762811085488258,20.0,21.0,AS,0,0
AFG,0,-1.4502430040096315,-0.23233291942632558,-1.408039224111082,-1.545876216059097,-0.1476630537149045,-0.07457259805119507,-1.0939449944598971,1.0334975834855369,-0.9011428303179471,-0.168973128483347,0.028551918149449695,-0.0048245069339129705,21.0,22.0,AS,0,0
AFG,0,-1.3234352352656775,-0.18247359439582184,-1.3964170623617846,-1.5954477280716721,-0.1476630537149045,-0.18708314497998046,-1.12011673013115,1.0334975834855369,-0.9290004422506569,-0.154206652292881,0.0237796916113775,-0.0036669866359476293,22.0,23.0,AS,0,0
AFG,0,-1.2390834804478694,-0.14257411014410093,-1.3685620108714256,-1.4624654345240558,-0.1476630537149045,-0.5603605779820058,-1.032463830446517,1.0334975834855369,-0.3380246047357628,-0.10443706296407297,0.010907100120561742,-0.0011391055020465546,23.0,24.0,AS,0,0
AFG,0,-1.2652421548086623,0.06727665182314556,-1.3626555882268894,-1.4697279882013645,-0.1476630537149045,-0.017110369364707955,-1.0001309602084252,1.0334975834855369,-0.6393005640488327,-0.04294405889601737,0.0018441921944646088,-7.919709821466368e-05,24.0,25.0,AS,0,0
AFG,0,-1.2017325585578431,-0.07744125975576109,-1.2784230413665998,-1.1430606741370086,-0.1476630537149045,-0.05259801274250318,-1.214802713377263,-0.6934088520406815,-0.9420336007971915,-0.00854220065290985,7.296919199457345e-05,-6.233174794983495e-07,25.0,26.0,AS,0,0
AFG,0,-1.1858426141174054,-0.16318049198076517,-1.3020582661217337,-1.1430785367285774,-0.1476630537149045,0.005055201472910226,-1.2326043469991808,-1.3206223570454052,-1.010384199250574,0.29412185966442167,0.08650766833245775,0.025443796285175475,26.0,27.0,AS,0,0
AFG,0,-1.1936122367998,-0.2016181341543519,-1.2510180030301103,-1.0726106129897188,-0.1476630537149045,0.1123989613851562,-1.0782502076548428,-0.7542978231609463,-0.8049047067667631,0.30167497137079613,0.09100778835157067,0.027454771945479555,27.0,28.0,AS,0,0
AFG,0,-1.2070796787383762,-0.19386658262265521,-1.2429825986639842,-0.9590318885814352,-0.1476630537149045,0.02513373897505063,-1.185779873167756,-0.7542978231609463,-1.0739300831542098,0.3619650812514304,0.13101872004535461,0.04742420164667519,28.0,29.0,AS,0,0
AFG,0,-1.2098557955099083,-0.24975200689607485,-1.1508776818640762,-1.269574829263928,-0.1476630537149045,-0.05098540337810461,-1.2215843345403272,-0.7542978231609463,-0.9053804771985751,0.3613298157395418,0.13055923574237124,0.0471749445938864,29.0,30.0,AS,0,0
AFG,0,-1.2118907161421015,-0.18034971901355773,-1.2540822875142976,-1.2804230631645708,-0.1476630537149045,-0.032959691263863534,-1.252052199322635,-0.7542978231609463,-1.0116467458066027,0.3900677568323045,0.15215285492018582,0.05934992281434795,30.0,31.0,AS,0,0
AFG,0,-1.2255387831089255,-0.1757179972430534,-1.3710428037239006,-1.0839007109975896,-0.1476630537149045,-0.04425076813235506,-1.3278163636046045,-0.7542978231609463,-1.1450400407786026,0.40367112807383015,0.16295037964039857,0.06577836356949858,31.0,32.0,AS,0,0
AFG,0,-1.2180975671308343,-0.17113377662513388,-1.3773258263594932,-1.0748415566630203,-0.1476630537149045,-0.08591608823267284,-1.3716147906534166,-1.2708477540609584,-1.1824715902760832,0.48348619786466684,0.23375890352563178,0.11301920348262118,32.0,33.0,AS,0,0
AFG,0,-1.2622870203407546,-0.25104588100531744,-0.6569424595759454,-0.8018177043402988,-0.1476630537149045,0.07801834017209755,-1.278654139049462,1.0334975834855369,-1.3936119996519096,0.4839539900367234,0.23421146447246496,0.11334757274379371,33.0,34.0,AS,0,0
AGO,0,-0.4486535636690788,-0.06303180925733212,-0.15521401858218933,-1.516021591655796,-0.11964221999941757,-0.5734874729484787,0.15338436012309645,-1.7294589540590282,-0.2060935045851382,-0.6863779695372428,0.4711147170660683,-0.3233627629189206,0.0,1.0,AF,0,0
AGO,0,-0.43566210084176343,-0.0747257596869619,-0.1923334088875011,-1.4987570020344347,-0.1205794152526679,-0.25421335986498883,0.10167216584688768,-1.7294589540590282,-0.2538127604325616,-0.6863779695372428,0.4711147170660683,-0.3233627629189206,1.0,2.0,AF,0,0
AGO,0,-0.4448963835473227,-0.07057415984247256,-0.21382918782485172,-1.4993932722321104,-0.10153598083512293,0.8216525209239016,0.23575056483808157,-1.7294589540590282,-0.1532860208630088,-0.6863779695372428,0.4711147170660683,-0.3233627629189206,2.0,3.0,AF,0,0
AGO,0,-0.4005794821556431,-0.16239556094216173,-0.28829619201676854,-1.429332962903391,-0.10305347499974596,-0.7841435378376951,0.2857341769957242,-1.7294589540590282,0.04577807930114777,-0.6182086785966371,0.38218197029220013,-0.23626821083780025,3.0,4.0,AF,0,0
AGO,0,-0.4193298717713971,-0.1504210823391477,-0.2948481884849261,-1.4308150139776734,-0.10344688226822035,0.28033923695194,0.2238454819247766,-1.2418783886099871,0.07859298985066153,-0.5685701877350614,0.32327205838108297,-0.18380285492323206,4.0,5.0,AF,0,0
AGO,0,-0.49357696216381164,-0.12049662267250479,-0.22292965403128245,-1.4600696542430902,-0.11014001415007496,0.876801343774201,0.11650767537246842,-0.5917709680112659,0.23631762164529524,-0.5397670570862636,0.29134847591556573,-0.15726030943151306,5.0,6.0,AF,0,0
AGO,0,-0.738677119729089,-0.008826769614761993,0.01285847098054583,-1.5510196146236137,-0.11766979570504278,2.532625053279101,-0.0031212413831466705,-0.7542978231609463,0.3316372030360141,-0.5444608501558843,0.2964376173524683,-0.16139867716190961,6.0,7.0,AF,0,0
AGO,0,-0.7536472308808698,-0.03911708648921569,0.009153180197030765,-1.5304954296189295,-0.11861393058391188,-0.08487697762822059,-0.03722424349991501,-0.9168246783106265,0.12460598001934182,-0.5476202102940295,0.2998878947224771,-0.1642246719725567,7.0,8.0,AF,0,0
AGO,0,-0.6680038389107841,-0.04771069128872539,-0.1416340388533775,-1.5069915293372742,-0.04624163351689544,5.825832244316443,0.6625126490469324,-1.0793515334603068,0.28392589178570793,-0.5458545106687166,0.29795714681738406,-0.16264125257625012,8.0,9.0,AF,0,0
AGO,0,-0.5928934575042698,-0.019968275659828498,-0.8015235083888658,-1.351984365534719,-0.04956348321053576,-3.947849744413762,0.11408427865482915,-1.2418783886099871,0.28675218956034404,-0.4972556859454823,0.24726321720511213,-0.12295304068041482,9.0,10.0,AF,0,0
AGO,0,-0.5633475434889834,-0.031193990773278942,-0.355417229611912,-1.4984260824951976,-0.05278129696165816,-1.588663749249432,0.2341821239195254,-1.5669320989093478,-0.12013584977580125,-0.5033253974503946,0.2533364557185977,-0.12751067226323748,10.0,11.0,AF,0,0
AGO,0,-0.552886117048956,-0.03468690480950788,-1.2609211526683346,-1.6098769415136571,-0.055845673957202385,1.9517126979175978,0.18301969489772033,-1.5669320989093478,-0.7275608309522703,-0.5016019145548203,0.25160448068506125,-0.126205289222198,11.0,12.0,AF,0,0
AGO,0,-0.5614485351960822,-0.019125154854167166,-0.4500712494321391,-1.4966076323172082,-0.05876083290830752,0.7212026504510668,1.2353642345589388,-1.5669320989093478,0.21438948863884405,-0.4983363638829313,0.2483391315680613,-0.12375641983547254,12.0,13.0,AF,0,0
AGO,0,-0.5633336407582101,-0.06941242229495811,-1.3758337276607522,-1.7129835805942806,-0.061598648958294366,-0.25918828223751794,0.5590591289205517,-1.5669320989093478,0.06531022832672838,-0.4674363631162709,0.21849675356336626,-0.10213332783837203,13.0,14.0,AF,0,0
AGO,0,-0.5566439572643093,-0.09313374875421707,-0.4789202539310493,-1.4175830233290034,-0.06438011289165332,-1.3315111477243162,0.17989642265125505,-1.5669320989093478,-0.2044328215425821,-0.46870301030840006,0.21968251187215618,-0.10296585462659043,14.0,15.0,AF,0,0
AGO,0,-0.4807178066522206,-0.14400834488528466,-1.162789682593832,-1.3969369874221653,-0.06711190099951664,-2.5903258631286485,-0.005045932195778669,-0.9168246783106265,0.1388795912417763,-0.4780732497694292,0.22855403214510306,-0.109265568895516,15.0,16.0,AF,0,0
AGO,0,-0.4844616197290978,-0.12543622059436343,-1.084298617116173,-1.1609477092521516,-0.06981497583307235,-1.0297145187595547,0.18671952160209213,-0.9168246783106265,-0.008961304490395507,-0.47044383643313675,0.22131740323792792,-0.10411740824867034,16.0,17.0,AF,0,0
AGO,0,-0.42928772359146106,-0.15312227702059522,-1.2349834241704152,-1.1979843826654306,-0.07249733042591883,-0.6709334760233101,-0.0907500893062082,-0.9168246783106265,-0.25183343815753256,-0.43822312595857216,0.19203950812490259,-0.08415615355804143,17.0,18.0,AF,0,0
AGO,0,-0.3455829523202783,-0.2234908311065798,-1.0658232889473556,-1.2038668161099513,-0.075124461269516,-0.9311810791788887,-0.2885221005000117,-0.9168246783106265,-0.3010078551145032,-0.3958250301064705,0.1566774544587883,-0.06201685812815504,18.0,19.0,AF,0,0
AGO,0,-0.286773013782175,-0.2386651404305413,-1.2873403571041864,-1.0864541214555277,-0.07768381581032788,-0.962537958050614,-0.04241381312524692,-0.9168246783106265,-0.01891369873152372,-0.3984601727748614,0.1587705092877724,-0.06326372456235853,19.0,20.0,AF,0,0
AGO,0,-0.21086289014534212,-0.2611110475237907,-1.1318560453538027,-0.984687176742563,-0.04791719532387003,0.14614007141051205,0.41178771737153735,-0.9168246783106265,-0.014940097872701435,-0.3714026672337143,0.1379399412283171,-0.051231262090258765,20.0,21.0,AF,0,0
AGO,0,-0.1554199525052822,-0.2575036035156819,-0.9943741665935943,-1.0229356859733247,-0.03907289048971795,0.6676449674369994,1.2893019604575768,-0.9168246783106265,0.43381989629846873,-0.315250661112787,0.09938297933204927,-0.03133054993778698,21.0,22.0,AF,0,0
AGO,0,-0.17815738160615724,-0.23943826392942769,-0.8972593258114029,-0.9910923260245703,-0.04295256925659195,1.616316666757363,0.8269900657435271,-0.9168246783106265,-0.1656566651782734,-0.2953446550537292,0.08722846526880629,-0.02576246098568179,22.0,23.0,AF,0,0
AGO,0,-0.17005670432864511,-0.22404004620988394,-1.047463324320102,-0.9952815738156496,-0.04165830433556516,-1.2489193553046067,0.48820339428332266,-0.9168246783106265,0.325500345828599,-0.27179527875671744,0.07387267355444174,-0.02007824390123348,23.0,24.0,AF,0,0
AGO,0,-0.17284277183373148,-0.22223899805904385,-1.0814621994620173,-1.0534261896448431,-0.04556885185493036,-0.4988995466669993,0.36792329178426636,-0.9168246783106265,0.14669366680734525,-0.23722515725550683,0.05627577523489995,-0.013350029629774697,24.0,25.0,AF,0,0
AGO,0,-0.13729074171218403,-0.24788745915777952,-0.9251738705661716,-0.9330907049415669,-0.0493350457905276,-0.19081175806717088,0.35627460527603383,-0.9168246783106265,0.0711319286279387,-0.21788910659136296,0.04747566277118233,-0.010344429746045748,25.0,26.0,AF,0,0
AGO,0,-0.1285083474079121,-0.2263704307475355,-1.1478343725692643,-1.0124813692235934,-0.043268669652692146,0.41559439093137485,0.3466594733851104,-0.9168246783106265,-0.038215062355882304,-0.16108348852316373,0.02594789027479222,-0.004179776685279805,26.0,27.0,AF,0,0
AGO,0,-0.12030977473268387,-0.2158535833859449,-1.0529674046957127,-0.9506532049719969,-0.06059529189382681,0.4287431070071686,0.3108756824896937,-0.9168246783106265,-0.09354517102935414,-0.1518344686057648,0.023053705856794976,-0.003500347178160073,27.0,28.0,AF,0,0
AGO,0,-0.14180427779203475,-0.2000968447190559,-0.9351573933164109,-0.8761253962104726,-0.06414299350650976,1.1194700468256098,-0.2568710156031655,-0.9168246783106265,-0.5961049546364785,-0.12857547724135218,0.01653165334784147,-0.002125565218787315,28.0,29.0,AF,0,0
AGO,0,-0.19149264053746762,-0.18891025895681543,-0.969289746936169,-0.962800801388809,-0.07234312622972144,1.203118414562479,-0.559162798919701,-0.9168246783106265,-0.6858145288426759,-0.12864831256929896,0.016550388326928043,-0.0021291795306259157,29.0,30.0,AF,0,0
AGO,0,-0.2211538155535295,-0.22951652777942463,-0.9591930535050729,-1.0030358188292992,-0.07626532804005072,-0.4166194595178089,-0.4348383411523538,-0.9168246783106265,-0.31184217800548003,-0.0784659118981982,0.0061568993300158015,-0.0004831067203950954,30.0,31.0,AF,0,0
AGO,0,-0.2595376747183922,-0.2431109677723852,-0.984718905557078,-0.8440226526294115,-0.068276089929332,1.5349127697782927,-0.6475562030936217,-0.9168246783106265,-0.6662315263175826,-0.048125648976563414,0.002316078089415399,-0.00011146276113351515,31.0,32.0,AF,0,0
AGO,0,-0.292377583593355,-0.2380807021788224,-1.0467463542105473,-0.8617280533923917,-0.08010437090451535,1.3324916916477973,-0.658166500681166,-0.2688669810535278,-0.370669857071003,0.1819834113934688,0.03311796202240451,0.006026919707236515,32.0,33.0,AF,0,0
AGO,0,-0.3647554789856524,-0.22767435412700016,-1.4945793354209982,-0.9494124341094208,-0.08402369335468403,1.490293477623709,-0.5085438468714103,-0.16496461224553746,-0.22823087993566082,0.18191544097710796,0.033093227665895654,0.0060201691041972365,33.0,34.0,AF,0,0
ALB,0,-0.532838035822543,0.6443875878296753,-0.7657640733432294,-0.9577109363784027,-0.1337129461063274,-1.3785240332426882,-0.17624130164999352,-2.0545126643583886,-0.3819696064894274,-0.6863779695372428,0.4711147170660683,-0.3233627629189206,0.0,1.0,EU,0,0
ALB,0,-0.5437049652461571,0.64717696164658,-0.6894772674497345,-1.0940463341874078,-0.133973676903403,-1.3149043788144428,-0.2417011650706098,-2.0545126643583886,-0.5270736531018865,-0.6863779695372428,0.4711147170660683,-0.3233627629189206,1.0,2.0,EU,0,0
ALB,0,-0.4450976155141664,0.5087300132099578,-0.48428963845654965,-1.253710824527256,-0.1343367274531501,-2.3778123458611886,-0.3661381997195917,-2.0545126643583886,-0.760431491039698,-0.6863779695372428,0.4711147170660683,-0.3233627629189206,2.0,3.0,EU,0,0
ALB,0,-0.5432398707175078,0.4402633106053087,-0.4788335065229595,-1.302240362467132,-0.1345743356725529,-0.7268899636724208,-0.34809687918221127,-0.42924411286158565,-0.8889725432917519,-0.16846935966318868,0.028381925145324827,-0.004781484755241427,3.0,4.0,EU,0,0
ALB,0,-0.8017008802459387,0.3742736631723079,-0.636854525606024,-0.9156289006113301,-0.13449519732611112,1.1666683921141725,-0.07916594465332258,-0.10419040256222509,-0.7807408077509362,0.0014531422061850553,2.1116222713963697e-06,3.0684874460864183e-09,4.0,5.0,EU,0,0
ALB,0,-0.8566141099473137,0.024946142912829077,-1.3505574273174308,-0.5737400032067124,-0.1344151002495022,-0.4076586212434529,0.5103668876231923,0.2208633077371355,-0.6103579665362053,-0.10922034952515455,0.011929084750396928,-0.0013028988059535435,5.0,6.0,EU,0,0
ALB,0,-0.7785575063647113,-0.04539204671085921,-1.3848314781401765,-0.517468053578322,-0.1343340186546987,0.15325983876615215,0.546344964665968,0.2208633077371355,-0.5658407028507834,-0.18374214309470643,0.03376117514903557,-0.006203350675279541,6.0,7.0,EU,0,0
ALB,0,-0.7097157397910981,-0.057497633120604116,-0.990603638997592,-0.5267591900177818,-0.13425194264012735,0.6716757759213539,0.2894294753651039,0.2208633077371355,-0.5912507636709489,-0.1231093483803686,0.015155911658638966,-0.0018658344084054746,7.0,8.0,EU,0,0
ALB,0,-0.6045355009195076,-0.14813059627314687,-0.6671019572680021,-0.5020354224106025,-0.13416884533304854,0.3031774061840664,0.09490078572361989,0.2208633077371355,-0.6100649868341305,-0.12458668880266492,0.015521843026812072,-0.0019338150268252503,8.0,9.0,EU,0,0
ALB,0,-0.5297555885833334,-0.17664551112488694,-0.6381533835093096,-0.4673693204144451,-0.13408471612424608,0.3422431991821208,0.09407335205784109,-0.5917709680112659,-0.5749188538895637,0.35834746411507223,0.12841290503770297,0.04601643887991045,9.0,10.0,EU,0,0
ALB,0,-0.6174150845747904,-0.21512299440974558,-0.7206417252074352,-0.3174880258996587,-0.13399952699275158,1.0827998081733112,-0.06076870381629961,0.2208633077371355,-0.5044323321792963,0.3275824522963868,0.10731026305251451,0.03515295912731305,10.0,11.0,EU,0,0
ALB,0,-0.5445625126206544,-0.18979365941698684,-0.5836221815132521,-0.1840569604421675,-0.13391326657131108,0.359825375881836,0.3286542069227094,0.2208633077371355,-0.464631435360706,0.2964723007090706,0.08789582508772958,0.026058677486481236,11.0,12.0,EU,0,0
ALB,0,-0.4423144656251873,-0.07118955456753927,-0.6624502075865035,-0.3823275353122575,-0.1338259056225202,0.046299409093477725,0.35015566204581344,0.2208633077371355,-0.44224366026445366,0.26999566477701187,0.07289765899838056,0.019682051901955683,12.0,13.0,EU,0,0
ALB,0,-0.38338684723705224,-0.07983717567506891,-0.7015840723319846,-0.2604996390198655,-0.13373743196658494,0.3589178804773773,0.15280108259008007,0.2208633077371355,-0.4067385208108439,0.4408362870338144,0.1943366319657596,0.08567063927044234,13.0,14.0,EU,0,0
ALB,0,-0.31201446760909884,-0.08693075878933586,-0.6087361043389327,-0.28701005812294555,-0.13360612896837992,-0.1842818130899729,0.08320398989350426,0.2208633077371355,-0.35255320243691884,0.4262283021092248,0.1816705655189126,0.0774331366843488,14.0,15.0,EU,0,0
ALB,0,-0.2740553487270191,-0.04512643552505314,-0.49014520130289174,-0.2326096466398427,-0.13356391225933853,0.2224126539624129,0.013761910951453828,0.5459170180364961,-0.3422161501669174,0.4101631481956293,0.16823380813774977,0.06900330837871893,15.0,16.0,EU,0,0
ALB,0,-0.227930960439615,-0.046217351685072176,-0.4947798600788974,-0.44215458016958736,-0.1335110616302641,-0.25520891773119075,-0.0981872206749234,0.5459170180364961,-0.3275705256339648,0.37928362400527516,0.14385606743857493,0.05456225059324996,16.0,17.0,EU,0,0
ALB,0,-0.18156179073461,-0.05041658369801996,-0.37813711798832966,-0.177190204188567,-0.13345179224833834,-0.18430054319399933,-0.06952426738223552,0.5459170180364961,-0.310321834248983,0.4794118415848819,0.22983571385180793,0.11018596283967119,17.0,18.0,EU,0,0
ALB,0,-0.13435113486087658,-0.09287451422353143,-0.6103750821437104,-0.3709788277364055,-0.13337887398165435,0.04287767513214466,-0.14575072775262832,0.8709707283358566,-0.31233280136720204,0.7057432228343421,0.4980734965766038,0.35151199468234207,18.0,19.0,EU,0,0
ALB,0,-0.08333360880563533,-0.11762100180493422,-0.48085309706787716,-0.1170357647669656,-0.13040222614211158,-0.10251262820590018,-0.12768910261770602,0.8709707283358566,-0.3162013522185184,0.6449530901001302,0.41596448842970674,0.26827758218465925,19.0,20.0,EU,0,0
ALB,0,-0.030706146474996688,-0.1288934568237212,-0.36932410614700023,0.03561690862983708,-0.1302712886945431,-0.20856616972467854,-0.1205786150724476,0.8709707283358566,-0.28407581304656604,0.5856745558966806,0.34301468542477404,0.20089497355219416,20.0,21.0,EU,0,0
ALB,0,0.033402649602074584,-0.15608496859079624,-0.3217863183139675,0.11734042737074696,-0.13004798058870862,0.09902161535478224,0.02534540823762335,0.8709707283358566,-0.2656316206159342,0.7864326748010149,0.6184763519946788,0.48639001180034924,21.0,22.0,EU,0,0
ALB,0,0.06524411528828362,-0.15991695289370658,-0.22752620080575045,0.20265254075782585,-0.12992887278017415,0.2901883131065429,0.08287020026868039,0.8709707283358566,-0.2343043502391491,0.7989125444487365,0.6382612536775544,0.5099149221985755,22.0,23.0,EU,0,0
ALB,0,0.09839341839674652,-0.15121321503733215,-0.25122559057201876,0.1943730415384141,-0.12984061040403894,-0.13181916086488457,-0.11589235625672248,0.8709707283358566,-0.2268357857929972,0.8652883273534872,0.7487238894541955,0.6478620419554181,23.0,24.0,EU,0,0
ALB,0,0.12069333927604249,-0.132246967477507,-0.18014973124736744,0.19762459728577206,-0.12979260039391885,0.10548998010605141,-0.14386300366491508,0.8709707283358566,-0.23522516634539475,1.055993162076697,1.1151215583527412,1.177560740504805,24.0,25.0,EU,0,0
ALB,0,0.13329515258069577,-0.1668618419189096,-0.23696646615117029,0.16587882349516714,-0.12976306277025204,0.17250371807028844,-0.18576435340404315,0.8709707283358566,-0.18049066953425133,1.0422630781433502,1.0863123240608512,1.1322232267007193,25.0,26.0,EU,0,0
ALB,0,0.14275379246551767,-0.1538618628696607,-0.28379853420349516,0.17579716848419505,-0.132138209643225,0.21736516228761105,-0.12759871476024354,0.8709707283358566,-0.1065544771988683,1.090897238953219,1.1900567859557565,1.2982296619966769,26.0,27.0,EU,0,0
ALB,0,0.1585091064536803,-0.12481350669452472,-0.06321390855616514,0.18733414631027442,-0.13247312056562696,0.2882395256429024,0.025506556068211228,0.8709707283358566,-0.121208579658212,1.0777892580139934,1.1616296846903544,1.251991995949446,27.0,28.0,EU,0,0
ALB,0,0.1784296982102011,-0.15472549620722084,0.02817022446339269,0.15412617837930462,-0.13242882213278362,0.16729736163469375,-0.03312631416662092,0.8709707283358566,-0.14615976777352593,1.0964064839873393,1.2021071781294796,1.317998104548885,28.0,29.0,EU,0,0
ALB,0,0.20584692037171412,-0.17512539374342237,0.03101074181365371,0.15633954150195684,-0.13240444609948684,-0.02323359192331033,-0.13081226940644644,0.8709707283358566,-0.0941154637967256,1.0960654108991998,1.2013593849696318,1.3167684679243494,29.0,30.0,EU,0,0
ALB,0,0.23649060932278246,-0.14643647744736368,0.09823021722989174,0.18831348639644305,-0.13239040595253662,-0.15133860322315323,-0.12947864901594516,0.8709707283358566,-0.10796447481499973,1.1207379399721302,1.2560535300929743,1.407706845811122,30.0,31.0,EU,0,0
ALB,0,0.27004920677614147,-0.158709662689069,0.12779941840105954,0.2310043281367217,-0.13235267691112496,-0.16758214920592118,-0.15119593878373636,0.8709707283358566,-0.0990859773933042,1.133418491997086,1.2846374780009484,1.4560318730787747,31.0,32.0,EU,0,0
